episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,success,crash,out,max_step,cost,length,takeover,trial_id,experiment_tag,hist_stats/episode_reward,hist_stats/episode_lengths,timers/learn_time_ms,timers/learn_throughput,info/pid_error,info/mean_online_episode_cost,info/num_steps_sampled,info/num_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/mean_td_error,info/learner/default_policy/mean_c_td_error,info/learner/default_policy/actor_loss,info/learner/default_policy/critic_loss,info/learner/default_policy/cost_critic_loss,info/learner/default_policy/alpha_loss,info/learner/default_policy/lambda_value,info/learner/default_policy/alpha_value,info/learner/default_policy/target_entropy,info/learner/default_policy/c_td_target,info/learner/default_policy/mean_q,info/learner/default_policy/mean_c_q,info/learner/default_policy/max_q,info/learner/default_policy/max_c_q,info/learner/default_policy/min_q,info/learner/default_policy/min_c_q,info/learner/default_policy/c_q_tp1,info/learner/default_policy/mean_batch_cost,info/learner/default_policy/reward_loss,info/learner/default_policy/cost_loss
307.74489122256864,216.675012877863,292.7685379431259,381.25,1,0,3100,False,8,31,c052614c78214728bd60aae7d7c29ced,2025-07-14_15-55-15,1752522915,18.412668704986572,592.2178792953491,1607147,pouyan-XPS-15-9500,192.168.2.18,592.2178792953491,0,31,0.875,0.0,0.125,0.0,0.125,381.25,312.75,10197_00000,0_seed=0,"[305.6529616442786, 307.74489122256864, 304.28734527113363, 216.675012877863, 303.48206015024505, 299.58084871112226, 300.16917809715187, 304.5560055706443]","[386, 406, 392, 300, 388, 405, 385, 388]",46.394,22072.051,[4.09136581],[7.09136581],3100,3073024,3100,1501,30.203846153846158,54.12307692307694,3.6151967,0.025376033,9.753294,-28.558807,0.0053144316,-0.01252647,1.2295789,1.0237879,-2,0.060441818,-8.187429,0.05744264,12.65159,0.34827182,-43.944275,-0.08222732,0.049593717,0.01134404,9.692543,0.060750432
307.74489122256864,216.675012877863,292.7685379431259,381.25,0,0,3200,False,8,32,c052614c78214728bd60aae7d7c29ced,2025-07-14_15-55-34,1752522934,19.04135251045227,611.2592318058014,1607147,pouyan-XPS-15-9500,192.168.2.18,611.2592318058014,0,32,0.875,0.0,0.125,0.0,0.125,381.25,312.75,10197_00000,0_seed=0,"[307.74489122256864, 304.28734527113363, 216.675012877863, 303.48206015024505, 299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786]","[406, 392, 300, 388, 405, 385, 388, 386]",45.817,22349.879,[4.09136581],[7.09136581],3200,3175424,3200,1551,31.18571428571428,54.228571428571435,3.4342327,0.027086968,10.652908,-19.164757,0.008568423,-0.013499172,1.2295789,1.0303828,-2,0.06697399,-9.100769,0.050687812,12.964048,0.3460511,-35.490086,-0.056644656,0.05227871,0.015637156,10.600853,0.052055955
307.74489122256864,216.675012877863,292.7685379431259,381.25,0,0,3300,False,8,33,c052614c78214728bd60aae7d7c29ced,2025-07-14_15-55-54,1752522954,19.940943717956543,631.2001755237579,1607147,pouyan-XPS-15-9500,192.168.2.18,631.2001755237579,0,33,0.875,0.0,0.125,0.0,0.125,381.25,312.75,10197_00000,0_seed=0,"[307.74489122256864, 304.28734527113363, 216.675012877863, 303.48206015024505, 299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786]","[406, 392, 300, 388, 405, 385, 388, 386]",46.586,21980.768,[4.09136581],[7.09136581],3300,3277824,3300,1601,31.860714285714288,54.1392857142857,3.714724,0.02034354,10.584729,-27.992767,0.0038706828,-0.020788524,1.2295789,1.0377932,-2,0.06380458,-8.967507,0.06266722,13.774035,0.32019758,-40.622387,-0.07124448,0.05703617,0.0075595784,10.5198555,0.064874664
307.74489122256864,216.675012877863,292.7685379431259,381.25,0,0,3400,False,8,34,c052614c78214728bd60aae7d7c29ced,2025-07-14_15-56-13,1752522973,19.368358612060547,650.5685341358185,1607147,pouyan-XPS-15-9500,192.168.2.18,650.5685341358185,0,34,0.875,0.0,0.125,0.0,0.125,381.25,312.75,10197_00000,0_seed=0,"[307.74489122256864, 304.28734527113363, 216.675012877863, 303.48206015024505, 299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786]","[406, 392, 300, 388, 405, 385, 388, 386]",33.785,30309.022,[4.09136581],[7.09136581],3400,3380224,3400,1651,30.067857142857143,54.124999999999986,3.5445998,0.025722884,11.382152,-17.229671,0.0056538703,-0.016754722,1.2295789,1.046366,-2,0.07084805,-9.928828,0.07184601,12.394917,0.31367588,-53.987232,-0.042286035,0.059799463,0.01180361,11.312742,0.069408245
307.74489122256864,216.675012877863,293.9374360964617,381.77777777777777,1,0,3500,False,9,35,c052614c78214728bd60aae7d7c29ced,2025-07-14_15-56-32,1752522992,18.320082902908325,668.8886170387268,1607147,pouyan-XPS-15-9500,192.168.2.18,668.8886170387268,0,35,0.8888888888888888,0.0,0.1111111111111111,0.0,0.1111111111111111,381.77777777777777,320.0,10197_00000,0_seed=0,"[303.288621323148, 307.74489122256864, 304.28734527113363, 216.675012877863, 303.48206015024505, 299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786]","[386, 406, 392, 300, 388, 405, 385, 388, 386]",45.652,22430.64,[-2.0292081],[0.9707919],3500,3482624,3500,1701,31.515384615384615,54.130769230769225,3.9607456,0.027289845,10.267152,-17.340382,0.0064092353,-0.020982776,0.8266878,1.0543202,-2,0.08247736,-8.798591,0.07831137,14.233464,0.38666943,-53.92696,-0.08296036,0.0715725,0.011694988,10.187788,0.07936352
307.74489122256864,216.675012877863,293.93743609646174,381.77777777777777,0,0,3600,False,9,36,c052614c78214728bd60aae7d7c29ced,2025-07-14_15-56-51,1752523011,18.993194103240967,687.8818111419678,1607147,pouyan-XPS-15-9500,192.168.2.18,687.8818111419678,0,36,0.8888888888888888,0.0,0.1111111111111111,0.0,0.1111111111111111,381.77777777777777,320.0,10197_00000,0_seed=0,"[307.74489122256864, 304.28734527113363, 216.675012877863, 303.48206015024505, 299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148]","[406, 392, 300, 388, 405, 385, 388, 386, 386]",44.781,22866.735,[-2.0292081],[0.9707919],3600,3585024,3600,1751,29.13703703703704,54.14074074074073,3.386657,0.038523752,11.502646,-36.627758,0.007790868,-0.026833352,0.8266878,1.062309,-2,0.08406554,-9.576505,0.09201754,13.981944,0.348079,-55.799873,-0.05844655,0.070917375,0.014122961,11.409583,0.09306362
307.74489122256864,216.675012877863,293.93743609646174,381.77777777777777,0,0,3700,False,9,37,c052614c78214728bd60aae7d7c29ced,2025-07-14_15-57-11,1752523031,19.875729084014893,707.7575402259827,1607147,pouyan-XPS-15-9500,192.168.2.18,707.7575402259827,0,37,0.8888888888888888,0.0,0.1111111111111111,0.0,0.1111111111111111,381.77777777777777,320.0,10197_00000,0_seed=0,"[307.74489122256864, 304.28734527113363, 216.675012877863, 303.48206015024505, 299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148]","[406, 392, 300, 388, 405, 385, 388, 386, 386]",45.439,22535.87,[-2.0292081],[0.9707919],3700,3687424,3700,1801,32.334482758620695,54.17586206896551,3.9789953,0.037133735,11.961494,-32.2268,0.0091269985,-0.047702506,0.8266878,1.0721042,-2,0.090460986,-9.921413,0.09112702,15.111954,0.33954516,-53.868267,-0.03538031,0.07583125,0.015543993,11.867647,0.09384671
307.74489122256864,171.09757105102074,281.6534495919176,371.2,1,0,3800,False,10,38,c052614c78214728bd60aae7d7c29ced,2025-07-14_15-57-30,1752523050,19.043496131896973,726.8010363578796,1607147,pouyan-XPS-15-9500,192.168.2.18,726.8010363578796,0,38,0.8,0.0,0.2,0.0,0.2,371.2,294.2,10197_00000,0_seed=0,"[171.09757105102074, 307.74489122256864, 304.28734527113363, 216.675012877863, 303.48206015024505, 299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148]","[276, 406, 392, 300, 388, 405, 385, 388, 386, 386]",27.321,37480.81,[0.74227873],[3.74227873],3800,3789824,3800,1851,30.96666666666667,54.14074074074073,4.1072526,0.030412305,12.735139,-30.381805,0.0066010673,-0.04855907,0.9965757,1.0830796,-2,0.08649957,-10.842524,0.09271756,15.809063,0.38810715,-55.704975,-0.074129626,0.07759686,0.009795275,12.642108,0.09303099
307.74489122256864,171.09757105102074,281.6534495919176,371.2,0,0,3900,False,10,39,c052614c78214728bd60aae7d7c29ced,2025-07-14_15-57-50,1752523070,19.48794460296631,746.288980960846,1607147,pouyan-XPS-15-9500,192.168.2.18,746.288980960846,0,39,0.8,0.0,0.2,0.0,0.2,371.2,294.2,10197_00000,0_seed=0,"[307.74489122256864, 304.28734527113363, 216.675012877863, 303.48206015024505, 299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148, 171.09757105102074]","[406, 392, 300, 388, 405, 385, 388, 386, 386, 276]",47.109,21736.797,[0.74227873],[3.74227873],3900,3892224,3900,1901,32.43571428571429,54.19642857142859,3.6308455,0.034444887,14.63317,-27.313805,0.010082535,-0.042682275,0.9965757,1.0947089,-2,0.09981501,-12.514989,0.07384436,14.415523,0.41763905,-56.8699,-0.104282364,0.082478195,0.018456979,14.557661,0.07550972
307.74489122256864,171.09757105102074,281.6534495919176,371.2,0,0,4000,False,10,40,c052614c78214728bd60aae7d7c29ced,2025-07-14_15-58-10,1752523090,19.97774338722229,766.2667243480682,1607147,pouyan-XPS-15-9500,192.168.2.18,766.2667243480682,0,40,0.8,0.0,0.2,0.0,0.2,371.2,294.2,10197_00000,0_seed=0,"[307.74489122256864, 304.28734527113363, 216.675012877863, 303.48206015024505, 299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148, 171.09757105102074]","[406, 392, 300, 388, 405, 385, 388, 386, 386, 276]",47.288,21654.58,[0.74227873],[3.74227873],4000,3994624,4000,1951,31.565517241379315,54.14482758620688,3.96785,0.035225302,13.995693,-24.63227,0.0091527505,-0.06887086,0.9965757,1.1068126,-2,0.10050443,-11.952973,0.099121794,16.557533,0.40939197,-57.461258,-0.04587327,0.08569519,0.0160576,13.894663,0.10102979
305.75155151254944,171.09757105102074,281.45411562091573,369.3,1,0,4100,False,11,41,c052614c78214728bd60aae7d7c29ced,2025-07-14_15-58-29,1752523109,18.76004695892334,785.0267713069916,1607147,pouyan-XPS-15-9500,192.168.2.18,785.0267713069916,0,41,0.8,0.0,0.2,0.0,0.2,369.3,293.2,10197_00000,0_seed=0,"[305.75155151254944, 304.28734527113363, 216.675012877863, 303.48206015024505, 299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148, 171.09757105102074]","[387, 392, 300, 388, 405, 385, 388, 386, 386, 276]",38.26,26764.523,[1.40250619],[4.40250619],4100,4097024,4100,2001,28.622222222222224,54.22592592592593,3.8572369,0.031239789,14.207002,-18.098562,0.007425711,-0.044180445,1.0478153,1.1181557,-2,0.10210113,-12.20717,0.09912674,16.464529,0.44212237,-57.711662,-0.08452531,0.089665994,0.013658406,14.104794,0.10220793
305.75155151254944,171.09757105102074,281.4541156209157,369.3,0,0,4200,False,11,42,c052614c78214728bd60aae7d7c29ced,2025-07-14_15-58-48,1752523128,18.88154911994934,803.9083204269409,1607147,pouyan-XPS-15-9500,192.168.2.18,803.9083204269409,0,42,0.8,0.0,0.2,0.0,0.2,369.3,293.2,10197_00000,0_seed=0,"[304.28734527113363, 216.675012877863, 303.48206015024505, 299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148, 171.09757105102074, 305.75155151254944]","[392, 300, 388, 405, 385, 388, 386, 386, 276, 387]",44.28,23125.674,[1.40250619],[4.40250619],4200,4199424,4200,2051,30.54074074074074,54.229629629629635,3.6930683,0.030785523,14.836948,-36.27024,0.00478695,-0.058513448,1.0478153,1.1292584,-2,0.10069719,-12.730625,0.11009948,15.796428,0.4738018,-64.294075,-0.046382986,0.09358394,0.008149596,14.723209,0.113739595
305.75155151254944,171.09757105102074,281.4541156209157,369.3,0,0,4300,False,11,43,c052614c78214728bd60aae7d7c29ced,2025-07-14_15-59-07,1752523147,19.680943965911865,823.5892643928528,1607147,pouyan-XPS-15-9500,192.168.2.18,823.5892643928528,0,43,0.8,0.0,0.2,0.0,0.2,369.3,293.2,10197_00000,0_seed=0,"[304.28734527113363, 216.675012877863, 303.48206015024505, 299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148, 171.09757105102074, 305.75155151254944]","[392, 300, 388, 405, 385, 388, 386, 386, 276, 387]",49.262,20786.753,[1.40250619],[4.40250619],4300,4301824,4300,2101,32.64642857142857,54.210714285714296,3.7878728,0.037018873,16.042887,-23.264782,0.009266263,-0.058455467,1.0478153,1.1407113,-2,0.114061385,-14.024227,0.107205,16.336426,0.42514247,-64.059425,-0.071491666,0.09692104,0.01878974,15.937212,0.10567488
305.75155151254944,171.09757105102074,281.4541156209157,369.3,0,0,4400,False,11,44,c052614c78214728bd60aae7d7c29ced,2025-07-14_15-59-28,1752523168,20.349830150604248,843.939094543457,1607147,pouyan-XPS-15-9500,192.168.2.18,843.939094543457,0,44,0.8,0.0,0.2,0.0,0.2,369.3,293.2,10197_00000,0_seed=0,"[304.28734527113363, 216.675012877863, 303.48206015024505, 299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148, 171.09757105102074, 305.75155151254944]","[392, 300, 388, 405, 385, 388, 386, 386, 276, 387]",46.079,22222.812,[1.40250619],[4.40250619],4400,4404224,4400,2151,32.00344827586206,54.21724137931035,3.4879227,0.030563463,16.911922,-26.938091,0.0054603308,-0.05556032,1.0478153,1.1512684,-2,0.109337166,-14.260495,0.110127375,18.515757,0.46456137,-55.10434,-0.04711928,0.09985575,0.0105863605,16.798618,0.113305606
305.75155151254944,171.09757105102074,281.4541156209157,369.3,0,0,4500,False,11,45,c052614c78214728bd60aae7d7c29ced,2025-07-14_15-59-47,1752523187,19.29328966140747,863.2323842048645,1607147,pouyan-XPS-15-9500,192.168.2.18,863.2323842048645,0,45,0.8,0.0,0.2,0.0,0.2,369.3,293.2,10197_00000,0_seed=0,"[304.28734527113363, 216.675012877863, 303.48206015024505, 299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148, 171.09757105102074, 305.75155151254944]","[392, 300, 388, 405, 385, 388, 386, 386, 276, 387]",28.913,35417.094,[1.40250619],[4.40250619],4500,4506624,4500,2201,28.932142857142853,54.22500000000001,4.1743617,0.028952736,17.62673,-20.464603,0.007146542,-0.072690874,1.0478153,1.161957,-2,0.11320528,-15.414249,0.112044685,19.18814,0.47986957,-61.41062,-0.0822351,0.10332062,0.011577335,17.514498,0.112232596
305.75155151254944,171.09757105102074,281.1767857016583,374.0,1,0,4600,False,12,46,c052614c78214728bd60aae7d7c29ced,2025-07-14_16-00-06,1752523206,18.3808913230896,881.6132755279541,1607147,pouyan-XPS-15-9500,192.168.2.18,881.6132755279541,0,46,0.8,0.0,0.2,0.0,0.2,374.0,290.0,10197_00000,0_seed=0,"[301.51404607855955, 216.675012877863, 303.48206015024505, 299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148, 171.09757105102074, 305.75155151254944]","[439, 300, 388, 405, 385, 388, 386, 386, 276, 387]",45.92,22299.436,[6.56353315],[9.56353315],4600,4609024,4600,2251,31.203846153846158,54.25384615384615,3.5820277,0.02978592,19.03705,-27.75439,0.007514508,-0.08739273,1.4615062,1.1714602,-2,0.12082303,-16.52414,0.11487973,18.172941,0.45463225,-54.095356,-0.08377116,0.10793935,0.014052626,18.924976,0.11207503
305.75155151254944,171.09757105102074,281.17678570165833,374.0,0,0,4700,False,12,47,c052614c78214728bd60aae7d7c29ced,2025-07-14_16-00-25,1752523225,19.372610569000244,900.9858860969543,1607147,pouyan-XPS-15-9500,192.168.2.18,900.9858860969543,0,47,0.8,0.0,0.2,0.0,0.2,374.0,290.0,10197_00000,0_seed=0,"[216.675012877863, 303.48206015024505, 299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148, 171.09757105102074, 305.75155151254944, 301.51404607855955]","[300, 388, 405, 385, 388, 386, 386, 276, 387, 439]",44.308,23110.829,[6.56353315],[9.56353315],4700,4711424,4700,2301,30.496428571428574,54.29999999999999,3.6239707,0.030950973,19.478273,-39.07051,0.006348418,-0.08226614,1.4615062,1.1814688,-2,0.11973427,-16.515154,0.124595515,18.774624,0.5237539,-68.82213,-0.07813966,0.11135433,0.009922294,19.355122,0.123151295
305.75155151254944,171.09757105102074,281.17678570165833,374.0,0,0,4800,False,12,48,c052614c78214728bd60aae7d7c29ced,2025-07-14_16-00-46,1752523246,20.1862735748291,921.1721596717834,1607147,pouyan-XPS-15-9500,192.168.2.18,921.1721596717834,0,48,0.8,0.0,0.2,0.0,0.2,374.0,290.0,10197_00000,0_seed=0,"[216.675012877863, 303.48206015024505, 299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148, 171.09757105102074, 305.75155151254944, 301.51404607855955]","[300, 388, 405, 385, 388, 386, 386, 276, 387, 439]",43.899,23326.506,[6.56353315],[9.56353315],4800,4813824,4800,2351,31.948275862068964,54.31379310344826,4.19147,0.030603606,18.485323,-27.662104,0.007400425,-0.06564637,1.4615062,1.1918857,-2,0.12919068,-16.036432,0.12550116,18.222612,0.52023315,-68.89934,-0.08835593,0.11780748,0.012675462,18.366152,0.11917043
305.75155151254944,171.09757105102074,281.17678570165833,374.0,0,0,4900,False,12,49,c052614c78214728bd60aae7d7c29ced,2025-07-14_16-01-05,1752523265,19.368621826171875,940.5407814979553,1607147,pouyan-XPS-15-9500,192.168.2.18,940.5407814979553,0,49,0.8,0.0,0.2,0.0,0.2,374.0,290.0,10197_00000,0_seed=0,"[216.675012877863, 303.48206015024505, 299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148, 171.09757105102074, 305.75155151254944, 301.51404607855955]","[300, 388, 405, 385, 388, 386, 386, 276, 387, 439]",28.869,35470.036,[6.56353315],[9.56353315],4900,4916224,4900,2401,28.37037037037037,54.27777777777777,3.9066126,0.0360848,18.9251,-30.96976,0.012556052,-0.09556537,1.4615062,1.2026166,-2,0.13811381,-16.347183,0.122952566,21.644659,0.6178677,-61.783936,-0.07615985,0.12252197,0.01795491,18.800537,0.12456288
305.75155151254944,171.09757105102074,289.9309760354273,382.7,1,0,5000,False,13,50,c052614c78214728bd60aae7d7c29ced,2025-07-14_16-01-24,1752523284,18.46040415763855,959.0011856555939,1607147,pouyan-XPS-15-9500,192.168.2.18,959.0011856555939,0,50,0.9,0.0,0.1,0.0,0.1,382.7,299.0,10197_00000,0_seed=0,"[304.2169162155522, 303.48206015024505, 299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148, 171.09757105102074, 305.75155151254944, 301.51404607855955]","[387, 388, 405, 385, 388, 386, 386, 276, 387, 439]",28.094,36449.18,[4.0716184],[7.0716184],5000,5018624,5000,2451,30.72592592592592,54.281481481481485,3.4580522,0.029760795,21.442072,-36.989887,0.005139959,-0.09944773,1.3053871,1.2133257,-2,0.12714517,-18.126446,0.13791642,19.511078,0.62084436,-60.454903,-0.078364365,0.120535575,0.007993962,21.30569,0.13637994
305.75155151254944,171.09757105102074,289.9309760354272,382.7,0,0,5100,False,13,51,c052614c78214728bd60aae7d7c29ced,2025-07-14_16-01-43,1752523303,19.361304998397827,978.3624906539917,1607147,pouyan-XPS-15-9500,192.168.2.18,978.3624906539917,0,51,0.9,0.0,0.1,0.0,0.1,382.7,299.0,10197_00000,0_seed=0,"[303.48206015024505, 299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148, 171.09757105102074, 305.75155151254944, 301.51404607855955, 304.2169162155522]","[388, 405, 385, 388, 386, 386, 276, 387, 439, 387]",46.267,22132.344,[4.0716184],[7.0716184],5100,5121024,5100,2501,31.2,54.296428571428564,4.1624174,0.037147164,22.224113,-22.167007,0.008585285,-0.099037886,1.3053871,1.2259122,-2,0.13826814,-19.21606,0.14036171,19.85784,0.6626482,-70.92271,-0.061571427,0.12518056,0.014697416,22.08604,0.13807145
305.75155151254944,171.09757105102074,277.51159312287893,368.9,1,0,5200,False,14,52,c052614c78214728bd60aae7d7c29ced,2025-07-14_16-02-00,1752523320,16.30120849609375,994.6636991500854,1607147,pouyan-XPS-15-9500,192.168.2.18,994.6636991500854,0,52,0.8,0.0,0.2,0.0,0.2,368.9,273.5,10197_00000,0_seed=0,"[179.28823102476207, 299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148, 171.09757105102074, 305.75155151254944, 301.51404607855955, 304.2169162155522]","[250, 405, 385, 388, 386, 386, 276, 387, 439, 387]",25.327,40430.87,[4.06947072],[7.06947072],5200,5223424,5200,2551,32.00434782608695,54.29565217391305,3.734427,0.033469036,22.336037,-23.719376,0.0048673972,-0.1074556,1.3350551,1.2395557,-2,0.13386974,-19.158745,0.14826038,21.061016,0.68889844,-66.76356,-0.06770587,0.12861323,0.0069016507,22.188862,0.1471745
305.75155151254944,171.09757105102074,277.51159312287893,368.9,0,0,5300,False,14,53,c052614c78214728bd60aae7d7c29ced,2025-07-14_16-02-13,1752523333,12.885760068893433,1007.5494592189789,1607147,pouyan-XPS-15-9500,192.168.2.18,1007.5494592189789,0,53,0.8,0.0,0.2,0.0,0.2,368.9,273.5,10197_00000,0_seed=0,"[299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148, 171.09757105102074, 305.75155151254944, 301.51404607855955, 304.2169162155522, 179.28823102476207]","[405, 385, 388, 386, 386, 276, 387, 439, 387, 250]",23.904,42837.866,[4.06947072],[7.06947072],5300,5325824,5300,2601,30.26842105263158,54.21052631578949,3.9348168,0.042057578,22.017746,-36.263336,0.012671486,-0.13808963,1.3350551,1.2526436,-2,0.15452164,-18.80735,0.13020994,19.016165,0.5177722,-69.78745,-0.101702996,0.13880476,0.017463174,21.886425,0.13132024
305.75155151254944,171.09757105102074,277.51159312287893,368.9,0,0,5400,False,14,54,c052614c78214728bd60aae7d7c29ced,2025-07-14_16-02-28,1752523348,15.348835706710815,1022.8982949256897,1607147,pouyan-XPS-15-9500,192.168.2.18,1022.8982949256897,0,54,0.8,0.0,0.2,0.0,0.2,368.9,273.5,10197_00000,0_seed=0,"[299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148, 171.09757105102074, 305.75155151254944, 301.51404607855955, 304.2169162155522, 179.28823102476207]","[405, 385, 388, 386, 386, 276, 387, 439, 387, 250]",41.799,24497.902,[4.06947072],[7.06947072],5400,5428224,5400,2651,30.881818181818186,54.20000000000002,3.553205,0.030932995,22.671604,-31.241632,0.0062186895,-0.0765349,1.3350551,1.263538,-2,0.16470596,-19.322102,0.15711555,21.235867,0.7839623,-72.78973,-0.08710295,0.15471387,0.0118085,22.514603,0.15700254
305.75155151254944,171.09757105102074,277.51159312287893,368.9,0,0,5500,False,14,55,c052614c78214728bd60aae7d7c29ced,2025-07-14_16-02-46,1752523366,17.921594619750977,1040.8198895454407,1607147,pouyan-XPS-15-9500,192.168.2.18,1040.8198895454407,0,55,0.8,0.0,0.2,0.0,0.2,368.9,273.5,10197_00000,0_seed=0,"[299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148, 171.09757105102074, 305.75155151254944, 301.51404607855955, 304.2169162155522, 179.28823102476207]","[405, 385, 388, 386, 386, 276, 387, 439, 387, 250]",27.65,37033.785,[4.06947072],[7.06947072],5500,5530624,5500,2701,27.673076923076923,54.23076923076923,3.735165,0.042660166,23.206396,-23.83501,0.015138199,-0.09573947,1.3350551,1.2735131,-2,0.1763205,-19.845592,0.15552014,23.566679,0.703327,-86.571625,-0.08944273,0.1574482,0.020564348,23.058163,0.14823455
305.75155151254944,171.09757105102074,277.51159312287893,368.9,0,0,5600,False,14,56,c052614c78214728bd60aae7d7c29ced,2025-07-14_16-03-04,1752523384,17.376485347747803,1058.1963748931885,1607147,pouyan-XPS-15-9500,192.168.2.18,1058.1963748931885,0,56,0.8,0.0,0.2,0.0,0.2,368.9,273.5,10197_00000,0_seed=0,"[299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148, 171.09757105102074, 305.75155151254944, 301.51404607855955, 304.2169162155522, 179.28823102476207]","[405, 385, 388, 386, 386, 276, 387, 439, 387, 250]",26.685,38374.167,[4.06947072],[7.06947072],5600,5633024,5600,2751,25.94,54.275999999999996,4.248819,0.04118309,21.702143,-35.21391,0.009844158,-0.09851095,1.3350551,1.2832664,-2,0.18461464,-18.590656,0.1866023,22.179327,0.6327397,-82.538315,-0.06912531,0.17242324,0.0143746305,21.520426,0.18171638
305.75155151254944,171.09757105102074,277.51159312287893,368.9,0,0,5700,False,14,57,c052614c78214728bd60aae7d7c29ced,2025-07-14_16-03-21,1752523401,17.29493498802185,1075.4913098812103,1607147,pouyan-XPS-15-9500,192.168.2.18,1075.4913098812103,0,57,0.8,0.0,0.2,0.0,0.2,368.9,273.5,10197_00000,0_seed=0,"[299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148, 171.09757105102074, 305.75155151254944, 301.51404607855955, 304.2169162155522, 179.28823102476207]","[405, 385, 388, 386, 386, 276, 387, 439, 387, 250]",26.665,38402.337,[4.06947072],[7.06947072],5700,5735424,5700,2801,28.22083333333333,54.39166666666666,4.4009566,0.05480157,21.84415,-28.860783,0.012299829,-0.043720342,1.3350551,1.292506,-2,0.1924214,-18.601038,0.2002193,24.778698,0.72486657,-82.01113,-0.059970554,0.17743494,0.017097257,21.644587,0.19956306
305.75155151254944,171.09757105102074,277.51159312287893,368.9,0,0,5800,False,14,58,c052614c78214728bd60aae7d7c29ced,2025-07-14_16-03-38,1752523418,17.04757833480835,1092.5388882160187,1607147,pouyan-XPS-15-9500,192.168.2.18,1092.5388882160187,0,58,0.8,0.0,0.2,0.0,0.2,368.9,273.5,10197_00000,0_seed=0,"[299.58084871112226, 300.16917809715187, 304.5560055706443, 305.6529616442786, 303.288621323148, 171.09757105102074, 305.75155151254944, 301.51404607855955, 304.2169162155522, 179.28823102476207]","[405, 385, 388, 386, 386, 276, 387, 439, 387, 250]",27.489,37251.53,[4.06947072],[7.06947072],5800,5837824,5800,2851,27.48,54.355999999999995,4.250263,0.04998929,22.614632,-41.138275,0.0098855365,-0.07481399,1.3350551,1.3007847,-2,0.19560203,-19.330147,0.20051804,21.77164,0.65508854,-81.27133,-0.06365985,0.18256973,0.015485344,22.41333,0.20130265
